time,cc,earfcn,pci,rsrp,pl,cfo,pci_neigh,rsrp_neigh,cfo_neigh,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,distance_km,speed_kmph,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,proc_rmem,proc_rmem_kB,proc_vmem_kB,sys_mem,sys_load,thread_count,cpu_0,cpu_1,cpu_2,cpu_3,service_type
451793,0,368500,1,0.4,0,-6.30E-06,0,0,0,28,59,1.8,25524832,0,0,0,0,26,1182,485662.3438,0,0,0,0,0,11,875112,1677556,67,31,18,100,95,99,97,0
452782,0,368500,1,0.5,0,6.2e-06,0,0,0,28,69,1.8,25193764,0,0,0,0,26,56,855176.5,0,0,0,0,0,11,875112,1677556,67,28,18,100,96,92,92,0
453770,0,368500,1,0.15,0,8.9e-06,0,0,0,28,69,1.9,25705046,0,0,0,0,26,235,502326.8125,0,0,0,0,0,11,875112,1677556,67,30,18,95,95,96,95,0
454769,0,368500,1,0.6,0,-2.30E-06,0,0,0,28,69,1.8,25423346,0,0,0,0,27,395,599346.9375,0,0,0,0,0,11,875112,1677556,67,30,18,100,94,98,98,0
455762,0,368500,1,0.21,0,3.9e-06,0,0,0,28,69,1.9,25524288,0,0,0,0,26,1081,566849.6875,0,0,0,0,0,11,875112,1677556,67,32,18,100,98,98,95,0
456750,0,368500,1,0.52,0,-4.80E-06,0,0,0,28,69,1.8,25417442,0,0,0,0,26,748,557255.8125,0,0,0,0,0,11,875112,1677556,67,33,18,100,97,100,98,0
457749,0,368500,1,0.041,0,2.7e-06,0,0,0,28,69,1.8,25505556,0,0,0,0,26,214,592577.75,0,0,0,0,0,11,875112,1677556,67,35,18,100,99,98,99,0
458744,0,368500,1,0.091,0,8.7e-06,0,0,0,28,69,1.8,25403114,0,0,0,0,26,248,548583.8125,0,0,0,0,0,11,875112,1677556,67,36,18,100,98,98,99,0
459743,0,368500,1,0.25,0,-1.00E-06,0,0,0,28,69,1.9,25517436,0,0,0,0,26,689,580508.3125,0,0,0,0,0,11,875112,1677556,67,36,18,100,97,98,100,0
460738,0,368500,1,0.34,0,1.4e-05,0,0,0,28,69,1.8,25482490,0,0,0,0,26,180,657324.5,0,0,0,0,0,11,875112,1677556,67,31,18,100,97,100,97,0
461735,0,368500,1,0.38,0,6.4e-06,0,0,0,28,69,1.8,25613852,0,0,0,0,27,127,710400,0,0,0,0,0,11,875112,1677556,67,36,18,100,97,100,97,0
462736,0,368500,1,0.66,0,8.1e-06,0,0,0,28,69,1.8,25262666,0,0,0,0,27,309,1233757.625,0,0,0,0,0,11,875112,1677556,67,29,18,85,97,92,99,0
463732,0,368500,1,0.24,0,5.3e-06,0,0,0,28,69,1.8,21094710,0,0,0,0,27,67,1046761.313,0,0,0,0,0,11,875112,1677556,67,28,18,98,94,100,94,0
464731,0,368500,1,1,0,5.1e-06,0,0,0,27,69,1.6,6011830.5,0,0,0,0,26,283,1115932.25,0,0,0,0,0,11,875112,1677556,67,20,18,98,90,100,93,0
465721,0,368500,1,1.7,0,-1.80E-06,0,0,0,28,70,1.8,2210843.5,0,0,0,0,27,0,201428.5781,0,0,0,0,0,11,875112,1677556,67,24,18,97,95,100,100,0
466655,0,368500,1,3.3,0,-4.20E-07,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,99,97,100,100,0
467574,0,368500,1,2.1,0,-2.90E-06,0,0,0,27,61,1.6,823917.5,0,0,0,0,26,63,190795.875,0,0,0,0,0,11,875112,1677556,67,16,18,93,98,100,96,0
468571,0,368500,1,0.6,0,4.2e-06,0,0,0,28,inf,1.8,5281872.5,0,0,0,0,27,0,129668.0859,0,0,0,0,0,11,875112,1677556,67,19,18,98,97,100,100,0
469569,0,368500,1,2.7,0,-5.00E-07,0,0,0,27,inf,1.5,41008,0,0,0,0,27,0,153376,0,0,0,0,0,11,875112,1677556,67,18,18,98,97,100,97,0
470566,0,368500,1,2.7,0,-4.50E-06,0,0,0,27,inf,1.5,80766.28125,0,0,0,0,27,0,226007.6563,0,0,0,0,0,11,875112,1677556,67,16,18,96,93,100,95,0
471563,0,368500,1,3.1,0,-3.70E-07,0,0,0,26,70,1.8,2737.864014,0,0,0,0,28,59,12058.25195,0,0,0,0,0,11,875112,1677556,67,21,18,97,99,100,98,0
472559,0,368500,1,2.8,0,-2.80E-06,0,0,0,27,inf,1.6,428541.7813,0,0,0,0,27,0,158420.75,0,0,0,0,0,11,875112,1677556,67,20,18,94,98,100,98,0
473556,0,368500,1,2.8,0,-5.80E-08,0,0,0,27,69,1.4,26149.4668,0,0,0,0,26,3,257750.8906,0,0,0,0,0,11,875112,1677556,67,16,18,88,98,95,100,0
474555,0,368500,1,2.9,0,2.6e-06,0,0,0,27,79,1.7,6257.713379,0,0,0,0,25,3,43731.39844,0,0,0,0,0,11,875112,1677556,67,16,18,88,92,97,100,0
475552,0,368500,1,3.1,0,-3.20E-06,0,0,0,27,inf,1.4,9756.097656,0,0,0,0,26,231,61795.12109,0,0,0,0,0,11,875112,1677556,67,14,18,85,96,99,100,0
476548,0,368500,1,2.9,0,1.2e-06,0,0,0,27,70,1.6,6821.852539,0,0,0,0,26,0,38270.78516,0,0,0,0,0,11,875112,1677556,67,15,18,95,99,95,100,0
477545,0,368500,1,3.1,0,-1.30E-06,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,14,18,97,99,92,100,0
478543,0,368500,1,3.3,0,-8.50E-08,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,93,98,98,100,0
479540,0,368500,1,2.1,0,2.2e-06,0,0,0,27,60,1.7,1687864.875,0,0,0,0,28,566,369756.75,0,0,0,0,0,11,875112,1677556,67,16,18,93,98,91,100,0
480537,0,368500,1,1.1,0,1.3e-05,0,0,0,28,inf,1.7,3908253.5,0,0,0,0,27,0,344225.3438,0,0,0,0,0,11,875112,1677556,67,19,18,92,97,97,100,0
481533,0,368500,1,2.6,0,5.7e-06,0,0,0,27,79,1.3,24000,0,0,0,0,27,0,153128.2031,0,0,0,0,0,11,875112,1677556,67,15,18,95,92,94,100,0
482530,0,368500,1,3.2,0,-7.20E-07,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,14,18,93,97,90,100,0
483528,0,368500,1,3.3,0,6.9e-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,96,96,99,100,0
484526,0,368500,1,3.2,0,7e-07,0,0,0,26,inf,2,1221.238892,0,0,0,0,26,95,12991.15039,0,0,0,0,0,11,875112,1677556,67,18,18,95,100,97,100,0
485523,0,368500,1,2.3,0,-3.30E-06,0,0,0,27,72,1.5,525687.1875,0,0,0,0,27,3,514502.375,0,0,0,0,0,11,875112,1677556,67,15,18,92,92,98,100,0
486521,0,368500,1,2.8,0,2.1e-06,0,0,0,27,79,1.5,11464.05273,0,0,0,0,27,0,89581.70313,0,0,0,0,0,11,875112,1677556,67,16,18,88,98,96,100,0
487518,0,368500,1,3.5,0,-2.30E-06,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,94,100,98,100,0
488516,0,368500,1,3.3,0,-5.30E-07,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,95,98,97,100,0
489514,0,368500,1,3.2,0,-6.50E-06,0,0,0,0,inf,0,0,0,0,0,0,0,95,0,0,0,0,0,0,11,875112,1677556,67,16,18,96,99,98,100,0
490509,0,368500,1,1.5,0,-1.10E-06,0,0,0,28,69,1.8,3108143.25,0,0,0,0,27,66,664182.4375,0,0,0,0,0,11,875112,1677556,67,19,18,92,100,98,100,0
491506,0,368500,1,1.2,0,4.5e-06,0,0,0,28,inf,1.6,2894589.75,0,0,0,0,25,0,54358.97266,0,0,0,0,0,11,875112,1677556,67,17,18,90,100,97,100,0
492504,0,368500,1,2.9,0,-2.40E-06,0,0,0,26,79,1.4,7448.888672,0,0,0,0,26,0,28053.33398,0,0,0,0,0,11,875112,1677556,67,16,18,96,100,91,100,0
493502,0,368500,1,2.2,0,-7.40E-06,0,0,0,27,69,1.3,530871.1875,0,0,0,0,27,65,361227,0,0,0,0,0,11,875112,1677556,67,13,18,86,94,91,94,0
494501,0,368500,1,3.1,0,-2.10E-06,0,0,0,27,73,1.4,6575.163574,0,0,0,0,25,0,38313.72656,0,0,0,0,0,11,875112,1677556,67,17,18,95,98,100,100,0
495498,0,368500,1,3.1,0,-8.10E-07,0,0,0,26,70,1.6,3392.097168,0,0,0,0,25,0,34772.03516,0,0,0,0,0,11,875112,1677556,67,17,18,89,99,96,94,0
496495,0,368500,1,3.2,0,-3.50E-06,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,93,99,96,95,0
497493,0,368500,1,3.4,0,1.6e-06,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,98,100,95,96,0
498489,0,368500,1,3.2,0,4.6e-06,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,97,97,0
499487,0,368500,1,2.9,0,2.1e-06,0,0,0,27,82,1.4,9158.621094,0,0,0,0,27,0,257747.125,0,0,0,0,0,11,875112,1677556,67,16,18,94,100,96,98,0
500481,0,368500,1,1.4,0,-2.00E-06,0,0,0,27,79,1.7,4053446.75,0,0,0,0,26,0,210269.5,0,0,0,0,0,11,875112,1677556,67,24,18,93,100,97,90,0
501476,0,368500,1,3.2,0,1e-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,98,100,90,97,0
502472,0,368500,1,3.2,0,-1.70E-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,100,100,97,96,0
503474,0,368500,1,3,0,1.3e-07,0,0,0,27,69,1.5,288749.3125,0,0,0,0,28,139,114743.8047,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,98,97,0
504466,0,368500,1,1.8,0,-3.40E-06,0,0,0,27,inf,1.5,738024.6875,0,0,0,0,27,0,52617.28516,0,0,0,0,0,11,875112,1677556,67,15,18,87,100,100,98,0
505416,0,368500,1,2.7,0,-3.40E-07,0,0,0,27,82,1.4,21196.7207,0,0,0,0,26,0,236131.1406,0,0,0,0,0,11,875112,1677556,67,17,18,93,100,93,97,0
506410,0,368500,1,3,0,-1.40E-06,0,0,0,27,70,1.6,11143.2793,0,0,0,0,25,0,37695.71484,0,0,0,0,0,11,875112,1677556,67,17,18,100,100,89,96,0
507319,0,368500,1,3.2,0,-4.20E-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,100,92,92,96,0
508266,0,368500,1,3.4,0,7.7e-07,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,100,97,94,97,0
509262,0,368500,1,3.3,0,-1.80E-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,97,96,0
510259,0,368500,1,3.1,0,-2.20E-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,98,100,98,96,0
511256,0,368500,1,2.5,0,3.1e-06,0,0,0,27,69,1.7,1525339.5,0,0,0,0,27,339,202000,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,94,96,0
512241,0,368500,1,1.1,0,-6.50E-06,0,0,0,28,inf,1.8,8582218,0,0,0,0,26,3,557687.1875,0,0,0,0,0,11,875112,1677556,67,21,18,92,96,93,93,0
513239,0,368500,1,3.1,0,8.8e-07,0,0,0,27,inf,1,2537.444824,0,0,0,0,26,0,18502.20313,0,0,0,0,0,11,875112,1677556,67,17,18,94,100,99,97,0
514236,0,368500,1,3.2,0,-2.90E-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,100,100,99,97,0
515233,0,368500,1,2.8,0,4.2e-07,0,0,0,27,inf,1.6,22949.91406,0,0,0,0,26,0,276352.3438,0,0,0,0,0,11,875112,1677556,67,17,18,96,97,93,92,0
516230,0,368500,1,3.1,0,3e-06,0,0,0,26,72,1.7,1390.875488,0,0,0,0,26,0,14480.8877,0,0,0,0,0,11,875112,1677556,67,18,18,100,96,95,99,0
517227,0,368500,1,3.1,0,5.8e-06,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,100,96,92,98,0
518227,0,368500,1,3.5,0,2.2e-06,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,11,18,87,91,94,91,0
519223,0,368500,1,3.5,0,2.3e-06,0,0,0,26,inf,1.8,2846.938721,0,0,0,0,28,961,101795.9219,0,0,0,0,0,11,875112,1677556,67,19,18,100,97,97,95,0
520216,0,368500,1,1.4,0,-3.90E-06,0,0,0,27,69,1.6,3845640.5,0,0,0,0,26,0,280339.4063,0,0,0,0,0,11,875112,1677556,67,26,18,100,99,97,96,0
521212,0,368500,1,3.2,0,5.2e-06,0,0,0,0,79,0,0,0,0,0,0,26,0,6235.162598,0,0,0,0,0,11,875112,1677556,67,20,18,100,100,97,98,0
522208,0,368500,1,3.2,0,-3.10E-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,94,100,92,95,0
523205,0,368500,1,2.1,0,-2.70E-06,0,0,0,27,70,1.6,1431446.75,0,0,0,0,26,0,177390.0781,0,0,0,0,0,11,875112,1677556,67,20,18,85,99,93,97,0
524181,0,368500,1,3.4,0,-3.70E-06,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,95,99,100,97,0
525165,0,368500,1,3.5,0,-5.30E-07,0,0,0,26,72,1,1242.290771,0,0,0,0,26,0,12933.9209,0,0,0,0,0,11,875112,1677556,67,21,18,96,100,99,98,0
526123,0,368500,1,3.2,0,-3.40E-06,0,0,0,26,inf,1.8,2738.650391,0,0,0,0,25,0,28073.61914,0,0,0,0,0,11,875112,1677556,67,19,18,97,100,99,95,0
527073,0,368500,1,3.2,0,2e-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,95,94,0
528024,0,368500,1,3.2,0,-2.70E-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,100,100,97,98,0
529012,0,368500,1,3.1,0,-5.20E-07,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,100,100,97,97,0
530006,0,368500,1,3.4,0,5.4e-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,100,100,97,95,0
531003,0,368500,1,2.8,0,1.4e-06,0,0,0,27,69,1.7,631740.5,0,0,0,0,28,400,80778.5625,0,0,0,0,0,11,875112,1677556,67,19,18,100,98,97,95,0
532002,0,368500,1,2,0,3e-06,0,0,0,28,72,1.8,2425513.5,0,0,0,0,26,0,191270.2656,0,0,0,0,0,11,875112,1677556,67,24,18,100,98,95,96,0
532967,0,368500,1,2.6,0,2.9e-07,0,0,0,27,82,1.7,861519.625,0,0,0,0,27,0,49117.90234,0,0,0,0,0,11,875112,1677556,67,17,18,100,97,96,94,0
533964,0,368500,1,3.2,0,-2.10E-06,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,99,97,99,96,0
534961,0,368500,1,3.2,0,8.1e-07,0,0,0,27,79,1.5,17246.93555,0,0,0,0,27,0,186437.8281,0,0,0,0,0,11,875112,1677556,67,16,18,95,93,100,92,0
535960,0,368500,1,3.2,0,-1.90E-06,0,0,0,26,inf,1.4,3000,0,0,0,0,25,0,25446.80859,0,0,0,0,0,11,875112,1677556,67,18,18,92,100,97,98,0
536956,0,368500,1,3.1,0,-7.10E-07,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,99,99,95,94,0
537955,0,368500,1,3.2,0,-4.20E-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,96,98,97,93,0
538953,0,368500,1,3.3,0,-4.70E-08,0,0,0,26,69,1,653,0,0,0,0,28,0,31820.11914,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,100,99,0
539936,0,368500,1,1.5,0,-3.60E-06,0,0,0,27,67,1.7,3538262.75,0,0,0,0,27,0,287321.2188,0,0,0,0,0,11,875112,1677556,67,26,18,95,96,100,97,0
540864,0,368500,1,3.2,0,1.2e-06,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,96,99,100,99,0
541856,0,368500,1,3,0,-2.70E-06,0,0,0,27,70,1.5,12821.11426,0,0,0,0,27,0,127002.9297,0,0,0,0,0,11,875112,1677556,67,18,18,95,98,97,99,0
542851,0,368500,1,3.3,0,-2.50E-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,96,100,99,98,0
543847,0,368500,1,2.9,0,1.2e-06,0,0,0,26,79,1.5,7215.352051,0,0,0,0,26,0,28400.85352,0,0,0,0,0,11,875112,1677556,67,17,18,93,99,100,92,0
544792,0,368500,1,2.1,0,-2.00E-06,0,0,0,27,79,1.5,1071200,0,0,0,0,27,0,575411.75,0,0,0,0,0,11,875112,1677556,67,16,18,92,93,100,98,0
545790,0,368500,1,2.7,0,3e-06,0,0,0,27,79,1.4,18398.7832,0,0,0,0,26,0,111671.2344,0,0,0,0,0,11,875112,1677556,67,18,18,92,99,100,96,0
546763,0,368500,1,3.3,0,2e-07,0,0,0,26,inf,1.7,2186.046631,0,0,0,0,26,0,11968.99219,0,0,0,0,0,11,875112,1677556,67,16,18,96,96,99,95,0
547755,0,368500,1,3,0,6.9e-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,99,92,100,94,0
548751,0,368500,1,3.5,0,1.7e-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,100,97,100,93,0
549745,0,368500,1,2.8,0,-2.80E-06,0,0,0,27,69,1.7,468156.3438,0,0,0,0,27,132,175348.5313,0,0,0,0,0,11,875112,1677556,67,18,18,98,98,100,94,0
550743,0,368500,1,1.3,0,6.8e-06,0,0,0,28,72,1.8,5777435,0,0,0,0,25,0,90229.00781,0,0,0,0,0,11,875112,1677556,67,21,18,97,97,100,95,0
551740,0,368500,1,2.6,0,-1.40E-06,0,0,0,27,inf,1.4,49872.91016,0,0,0,0,27,0,438314.375,0,0,0,0,0,11,875112,1677556,67,14,18,96,92,100,93,0
552725,0,368500,1,3.1,0,-4.30E-06,0,0,0,26,72,1.5,4275.60498,0,0,0,0,26,0,22122.9043,0,0,0,0,0,11,875112,1677556,67,16,18,89,95,100,94,0
553722,0,368500,1,3.2,0,-3.50E-07,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,96,99,100,96,0
554719,0,368500,1,3.1,0,-3.10E-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,98,98,100,97,0
555721,0,368500,1,2.3,0,-3.80E-06,0,0,0,27,69,1.8,1702087,0,0,0,0,26,196,215147.8281,0,0,0,0,0,11,875112,1677556,67,19,18,91,95,100,94,0
556714,0,368500,1,1.5,0,6.1e-06,0,0,0,28,70,1.8,3566454.5,0,0,0,0,26,0,119454.5469,0,0,0,0,0,11,875112,1677556,67,18,18,97,95,100,90,0
557712,0,368500,1,3.6,0,4.9e-07,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,96,98,100,96,0
558708,0,368500,1,3.2,0,-3.60E-06,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,97,98,100,96,0
559704,0,368500,1,2.6,0,1.6e-06,0,0,0,28,69,1.5,855037.0625,0,0,0,0,26,0,229777.7813,0,0,0,0,0,11,875112,1677556,67,19,18,95,95,100,99,0
560645,0,368500,1,3.1,0,4.6e-08,0,0,0,27,inf,1,885,0,0,0,0,28,0,6685.099609,0,0,0,0,0,11,875112,1677556,67,18,18,94,91,100,99,0
561595,0,368500,1,3.6,0,1.3e-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,96,100,100,98,0
562555,0,368500,1,2.7,0,-3.90E-06,0,0,0,27,79,1.5,16781.70508,0,0,0,0,28,3,397422.0313,0,0,0,0,0,11,875112,1677556,67,17,18,94,92,98,93,0
563512,0,368500,1,1,0,-1.30E-06,0,0,0,28,69,1.8,10694566,0,0,0,0,26,132,295741.9375,0,0,0,0,0,11,875112,1677556,67,28,18,90,98,99,95,0
564508,0,368500,1,2.7,0,2.1e-06,0,0,0,27,inf,1.5,71218.9375,0,0,0,0,26,0,181834.3125,0,0,0,0,0,11,875112,1677556,67,18,18,93,96,100,92,0
565506,0,368500,1,1.8,0,3.3e-06,0,0,0,28,inf,1.8,3417194.5,0,0,0,0,27,3129,263312.2188,0,0,0,0,0,11,875112,1677556,67,22,18,97,97,100,96,0
566490,0,368500,1,0.94,0,6e-06,0,0,0,28,inf,1.7,9852764,0,0,0,0,26,0,636618.1875,0,0,0,0,0,11,875112,1677556,67,23,18,95,91,100,89,0
567432,0,368500,1,1.2,0,7.2e-06,0,0,0,28,72,1.8,7799491.5,0,0,0,0,26,134,420135.5938,0,0,0,0,0,11,875112,1677556,67,22,18,96,96,100,95,0
568419,0,368500,1,1.5,0,1.1e-05,0,0,0,28,inf,1.8,2554093,0,0,0,0,25,2778,40209.30078,0,0,0,0,0,11,875112,1677556,67,19,18,96,99,100,94,0
569378,0,368500,1,1.1,0,-1.30E-06,0,0,0,28,79,1.8,7077097,0,0,0,0,27,0,474483.875,0,0,0,0,0,11,875112,1677556,67,22,18,96,96,97,100,0
570373,0,368500,1,2.6,0,4.8e-06,0,0,0,27,78,1.6,446600.5313,0,0,0,0,28,0,424125.3125,0,0,0,0,0,11,875112,1677556,67,14,18,85,96,97,100,0
571367,0,368500,1,0.68,0,1.4e-05,0,0,0,28,82,1.8,17670528,0,0,0,0,26,66,456000,0,0,0,0,0,11,875112,1677556,67,27,18,95,97,100,100,0
572365,0,368500,1,2.7,0,-1.40E-06,0,0,0,27,inf,1.5,61538.46094,0,0,0,0,27,0,304779.5,0,0,0,0,0,11,875112,1677556,67,14,18,91,97,97,94,0
573363,0,368500,1,3.1,0,2.3e-06,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,15,18,91,96,98,98,0
574362,0,368500,1,3.2,0,-9.90E-07,0,0,0,27,inf,1.8,5452.229492,0,0,0,0,27,0,27057.32422,0,0,0,0,0,11,875112,1677556,67,18,18,94,97,100,96,0
575350,0,368500,1,3.1,0,-2.10E-06,0,0,0,26,inf,1.7,2135.396484,0,0,0,0,26,3,11945.8418,0,0,0,0,0,11,875112,1677556,67,15,18,86,94,98,93,0
576342,0,368500,1,3.1,0,-2.70E-06,0,0,0,26,inf,1.5,3962.26416,0,0,0,0,26,0,39716.98047,0,0,0,0,0,11,875112,1677556,67,14,18,92,99,98,86,0
577341,0,368500,1,1.3,0,-6.20E-06,0,0,0,28,inf,1.8,6601525,0,0,0,0,26,0,383919.7188,0,0,0,0,0,11,875112,1677556,67,24,18,97,97,100,95,0
578339,0,368500,1,2.9,0,7.3e-07,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,13,18,96,99,99,97,0
579337,0,368500,1,3.1,0,-1.90E-06,0,0,0,26,73,1.6,4539.235352,0,0,0,0,27,0,28394.36523,0,0,0,0,0,11,875112,1677556,67,14,18,89,91,92,89,0
580335,0,368500,1,3.2,0,-6.80E-07,0,0,0,26,79,1.8,1854.304688,0,0,0,0,26,0,14604.85645,0,0,0,0,0,11,875112,1677556,67,20,18,100,99,97,95,0
581331,0,368500,1,3.3,0,-1.60E-06,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,21,18,100,100,98,95,0
582329,0,368500,1,3.1,0,-2.40E-06,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,100,100,98,96,0
583326,0,368500,1,3.6,0,-2.30E-06,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,100,95,96,97,0
584323,0,368500,1,3.2,0,-7.30E-07,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,100,100,97,94,0
585320,0,368500,1,3.1,0,4e-06,0,0,0,27,79,1.8,3388.888916,0,0,0,0,28,77,115287.0391,0,0,0,0,0,11,875112,1677556,67,20,18,100,99,97,99,0
586319,0,368500,1,1.6,0,6.6e-06,0,0,0,28,69,1.7,6929771,0,0,0,0,26,0,547573.125,0,0,0,0,0,11,875112,1677556,67,21,18,95,98,91,97,0
587310,0,368500,1,1.8,0,6.9e-06,0,0,0,28,79,1.8,1765011,0,0,0,0,25,0,67692.30469,0,0,0,0,0,11,875112,1677556,67,23,18,94,100,96,100,0
588306,0,368500,1,3.7,0,1.2e-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,95,100,96,96,0
589303,0,368500,1,3.2,0,-2.10E-06,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,94,94,99,98,0
590301,0,368500,1,3.1,0,1.3e-06,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,94,97,100,98,0
591295,0,368500,1,3.2,0,-3.40E-06,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,91,98,98,99,0
592250,0,368500,1,1.3,0,-2.70E-06,0,0,0,28,79,1.7,4910235.5,0,0,0,0,27,0,816941.1875,0,0,0,0,0,11,875112,1677556,67,12,18,92,93,95,98,0
593248,0,368500,1,3.1,0,2.2e-06,0,0,0,27,82,1.5,10578.14648,0,0,0,0,27,0,142484.0938,0,0,0,0,0,11,875112,1677556,67,17,18,100,97,93,96,0
594216,0,368500,1,3.2,0,-1.30E-06,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,99,100,94,93,0
595189,0,368500,1,3.2,0,1.2e-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,85,98,99,96,0
596185,0,368500,1,3.2,0,-3.20E-06,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,100,100,96,100,0
597181,0,368500,1,3.2,0,-2.80E-06,0,0,0,0,inf,0,0,0,0,0,0,0,3129,0,0,0,0,0,0,11,875112,1677556,67,18,18,98,100,97,97,0
598179,0,368500,1,1.5,0,6.3e-06,0,0,0,28,70,1.8,6358245,0,0,0,0,26,0,263306.125,0,0,0,0,0,11,875112,1677556,67,28,18,97,100,97,92,0
